"","ncomm","sim_type","i","j"
"3278",1,"lockdown, no surge",19,13
"3279",1,"lockdown, surge",19,13
"3280",1,"control",19,14
"3281",1,"lockdown, no surge",19,14
"3282",1,"lockdown, surge",19,14
"3283",1,"control",19,15
"3284",1,"lockdown, no surge",19,15
"3285",1,"lockdown, surge",19,15
"3286",1,"control",19,16
"3287",1,"lockdown, no surge",19,16
"3288",1,"lockdown, surge",19,16
"3289",1,"control",19,17
"3290",1,"lockdown, no surge",19,17
"3291",1,"lockdown, surge",19,17
"3292",1,"control",19,18
"3293",1,"lockdown, no surge",19,18
"3294",1,"lockdown, surge",19,18
"3295",1,"control",19,19
"3296",1,"lockdown, no surge",19,19
"3297",1,"lockdown, surge",19,19
"3298",1,"control",19,20
"3299",1,"lockdown, no surge",19,20
"3300",1,"lockdown, surge",19,20
"3301",2,"control",19,21
"3302",1,"lockdown, no surge",19,21
"3303",1,"lockdown, surge",19,21
"3304",3,"control",19,22
"3305",1,"lockdown, no surge",19,22
"3306",3,"lockdown, surge",19,22
"3307",3,"control",19,23
"3308",1,"lockdown, no surge",19,23
"3309",5,"lockdown, surge",19,23
"3310",7,"control",19,24
"3311",2,"lockdown, no surge",19,24
"3312",6,"lockdown, surge",19,24
"3313",11,"control",19,25
"3314",3,"lockdown, no surge",19,25
"3315",9,"lockdown, surge",19,25
"3316",16,"control",19,26
"3317",5,"lockdown, no surge",19,26
"3318",10,"lockdown, surge",19,26
"3319",24,"control",19,27
"3320",6,"lockdown, no surge",19,27
"3321",11,"lockdown, surge",19,27
"3322",30,"control",19,28
"3323",11,"lockdown, no surge",19,28
"3324",14,"lockdown, surge",19,28
"3325",37,"control",19,29
"3326",12,"lockdown, no surge",19,29
"3327",16,"lockdown, surge",19,29
"3328",46,"control",19,30
"3329",14,"lockdown, no surge",19,30
"3330",22,"lockdown, surge",19,30
"3331",53,"control",19,31
"3332",18,"lockdown, no surge",19,31
"3333",24,"lockdown, surge",19,31
"3334",61,"control",19,32
"3335",22,"lockdown, no surge",19,32
"3336",25,"lockdown, surge",19,32
"3337",71,"control",19,33
"3338",31,"lockdown, no surge",19,33
"3339",28,"lockdown, surge",19,33
"3340",77,"control",19,34
"3341",38,"lockdown, no surge",19,34
"3342",32,"lockdown, surge",19,34
"3343",80,"control",19,35
"3344",43,"lockdown, no surge",19,35
"3345",35,"lockdown, surge",19,35
"3346",83,"control",19,36
"3347",44,"lockdown, no surge",19,36
"3348",40,"lockdown, surge",19,36
"3349",89,"control",19,37
"3350",49,"lockdown, no surge",19,37
"3351",45,"lockdown, surge",19,37
"3352",92,"control",19,38
"3353",52,"lockdown, no surge",19,38
"3354",51,"lockdown, surge",19,38
"3355",93,"control",19,39
"3356",56,"lockdown, no surge",19,39
"3357",53,"lockdown, surge",19,39
"3358",97,"control",19,40
"3359",59,"lockdown, no surge",19,40
"3360",55,"lockdown, surge",19,40
"3361",98,"control",19,41
"3362",59,"lockdown, no surge",19,41
"3363",61,"lockdown, surge",19,41
"3364",98,"control",19,42
"3365",64,"lockdown, no surge",19,42
"3366",65,"lockdown, surge",19,42
"3367",98,"control",19,43
"3368",69,"lockdown, no surge",19,43
"3369",67,"lockdown, surge",19,43
"3370",98,"control",19,44
"3371",73,"lockdown, no surge",19,44
"3372",67,"lockdown, surge",19,44
"3373",98,"control",19,45
"3374",75,"lockdown, no surge",19,45
"3375",69,"lockdown, surge",19,45
"3376",98,"control",19,46
"3377",78,"lockdown, no surge",19,46
"3378",72,"lockdown, surge",19,46
"3379",99,"control",19,47
"3380",80,"lockdown, no surge",19,47
"3381",73,"lockdown, surge",19,47
"3382",99,"control",19,48
"3383",81,"lockdown, no surge",19,48
"3384",74,"lockdown, surge",19,48
"3385",100,"control",19,49
"3386",84,"lockdown, no surge",19,49
"3387",79,"lockdown, surge",19,49
"3388",100,"control",19,50
"3389",84,"lockdown, no surge",19,50
"3390",82,"lockdown, surge",19,50
"3391",100,"control",19,51
"3392",86,"lockdown, no surge",19,51
"3393",85,"lockdown, surge",19,51
"3394",100,"control",19,52
"3395",87,"lockdown, no surge",19,52
"3396",88,"lockdown, surge",19,52
"3397",100,"control",19,53
"3398",87,"lockdown, no surge",19,53
"3399",88,"lockdown, surge",19,53
"3400",100,"control",19,54
"3401",89,"lockdown, no surge",19,54
"3402",89,"lockdown, surge",19,54
"3403",100,"control",19,55
"3404",90,"lockdown, no surge",19,55
"3405",89,"lockdown, surge",19,55
"3406",100,"control",19,56
"3407",91,"lockdown, no surge",19,56
"3408",90,"lockdown, surge",19,56
"3409",100,"control",19,57
"3410",91,"lockdown, no surge",19,57
"3411",91,"lockdown, surge",19,57
"3412",100,"control",19,58
"3413",91,"lockdown, no surge",19,58
"3414",91,"lockdown, surge",19,58
"3415",100,"control",19,59
"3416",91,"lockdown, no surge",19,59
"3417",91,"lockdown, surge",19,59
"3418",100,"control",19,60
"3419",91,"lockdown, no surge",19,60
"3420",91,"lockdown, surge",19,60
"3421",NA,"control",20,1
"3422",NA,"lockdown, no surge",20,1
"3423",NA,"lockdown, surge",20,1
"3424",NA,"control",20,2
"3425",NA,"lockdown, no surge",20,2
"3426",NA,"lockdown, surge",20,2
"3427",NA,"control",20,3
"3428",NA,"lockdown, no surge",20,3
"3429",NA,"lockdown, surge",20,3
"3430",1,"control",20,4
"3431",1,"lockdown, no surge",20,4
"3432",1,"lockdown, surge",20,4
"3433",1,"control",20,5
"3434",1,"lockdown, no surge",20,5
"3435",1,"lockdown, surge",20,5
"3436",1,"control",20,6
"3437",1,"lockdown, no surge",20,6
"3438",1,"lockdown, surge",20,6
"3439",1,"control",20,7
"3440",1,"lockdown, no surge",20,7
"3441",1,"lockdown, surge",20,7
"3442",1,"control",20,8
"3443",1,"lockdown, no surge",20,8
"3444",1,"lockdown, surge",20,8
"3445",1,"control",20,9
"3446",1,"lockdown, no surge",20,9
"3447",1,"lockdown, surge",20,9
"3448",1,"control",20,10
"3449",1,"lockdown, no surge",20,10
"3450",1,"lockdown, surge",20,10
"3451",1,"control",20,11
"3452",1,"lockdown, no surge",20,11
"3453",1,"lockdown, surge",20,11
"3454",1,"control",20,12
"3455",1,"lockdown, no surge",20,12
"3456",1,"lockdown, surge",20,12
"3457",1,"control",20,13
"3458",1,"lockdown, no surge",20,13
"3459",1,"lockdown, surge",20,13
"3460",1,"control",20,14
"3461",1,"lockdown, no surge",20,14
"3462",1,"lockdown, surge",20,14
"3463",1,"control",20,15
"3464",1,"lockdown, no surge",20,15
"3465",1,"lockdown, surge",20,15
"3466",1,"control",20,16
"3467",1,"lockdown, no surge",20,16
"3468",1,"lockdown, surge",20,16
"3469",1,"control",20,17
"3470",1,"lockdown, no surge",20,17
"3471",1,"lockdown, surge",20,17
"3472",1,"control",20,18
"3473",1,"lockdown, no surge",20,18
"3474",1,"lockdown, surge",20,18
"3475",1,"control",20,19
"3476",1,"lockdown, no surge",20,19
"3477",1,"lockdown, surge",20,19
"3478",1,"control",20,20
"3479",1,"lockdown, no surge",20,20
"3480",1,"lockdown, surge",20,20
"3481",2,"control",20,21
"3482",1,"lockdown, no surge",20,21
"3483",1,"lockdown, surge",20,21
"3484",2,"control",20,22
"3485",1,"lockdown, no surge",20,22
"3486",3,"lockdown, surge",20,22
"3487",3,"control",20,23
"3488",1,"lockdown, no surge",20,23
"3489",4,"lockdown, surge",20,23
"3490",6,"control",20,24
"3491",2,"lockdown, no surge",20,24
"3492",6,"lockdown, surge",20,24
"3493",9,"control",20,25
"3494",2,"lockdown, no surge",20,25
"3495",8,"lockdown, surge",20,25
"3496",12,"control",20,26
"3497",4,"lockdown, no surge",20,26
"3498",9,"lockdown, surge",20,26
"3499",22,"control",20,27
"3500",5,"lockdown, no surge",20,27
"3501",10,"lockdown, surge",20,27
"3502",29,"control",20,28
"3503",10,"lockdown, no surge",20,28
"3504",13,"lockdown, surge",20,28
"3505",34,"control",20,29
"3506",12,"lockdown, no surge",20,29
"3507",15,"lockdown, surge",20,29
"3508",46,"control",20,30
"3509",14,"lockdown, no surge",20,30
"3510",21,"lockdown, surge",20,30
"3511",52,"control",20,31
"3512",17,"lockdown, no surge",20,31
"3513",24,"lockdown, surge",20,31
"3514",60,"control",20,32
"3515",21,"lockdown, no surge",20,32
"3516",25,"lockdown, surge",20,32
"3517",66,"control",20,33
"3518",27,"lockdown, no surge",20,33
"3519",27,"lockdown, surge",20,33
"3520",76,"control",20,34
"3521",37,"lockdown, no surge",20,34
"3522",31,"lockdown, surge",20,34
"3523",78,"control",20,35
"3524",41,"lockdown, no surge",20,35
"3525",34,"lockdown, surge",20,35
"3526",80,"control",20,36
"3527",42,"lockdown, no surge",20,36
"3528",38,"lockdown, surge",20,36
"3529",87,"control",20,37
"3530",46,"lockdown, no surge",20,37
"3531",41,"lockdown, surge",20,37
"3532",90,"control",20,38
"3533",51,"lockdown, no surge",20,38
"3534",48,"lockdown, surge",20,38
"3535",93,"control",20,39
"3536",54,"lockdown, no surge",20,39
"3537",53,"lockdown, surge",20,39
"3538",96,"control",20,40
"3539",59,"lockdown, no surge",20,40
"3540",54,"lockdown, surge",20,40
"3541",98,"control",20,41
"3542",59,"lockdown, no surge",20,41
"3543",59,"lockdown, surge",20,41
"3544",98,"control",20,42
"3545",62,"lockdown, no surge",20,42
"3546",63,"lockdown, surge",20,42
"3547",98,"control",20,43
"3548",67,"lockdown, no surge",20,43
"3549",65,"lockdown, surge",20,43
"3550",98,"control",20,44
"3551",72,"lockdown, no surge",20,44
"3552",67,"lockdown, surge",20,44
"3553",98,"control",20,45
"3554",74,"lockdown, no surge",20,45
"3555",69,"lockdown, surge",20,45
"3556",98,"control",20,46
"3557",78,"lockdown, no surge",20,46
"3558",70,"lockdown, surge",20,46
"3559",99,"control",20,47
"3560",79,"lockdown, no surge",20,47
"3561",72,"lockdown, surge",20,47
"3562",99,"control",20,48
"3563",80,"lockdown, no surge",20,48
"3564",74,"lockdown, surge",20,48
"3565",99,"control",20,49
"3566",83,"lockdown, no surge",20,49
"3567",78,"lockdown, surge",20,49
"3568",100,"control",20,50
"3569",84,"lockdown, no surge",20,50
"3570",81,"lockdown, surge",20,50
"3571",100,"control",20,51
"3572",86,"lockdown, no surge",20,51
"3573",83,"lockdown, surge",20,51
"3574",100,"control",20,52
"3575",86,"lockdown, no surge",20,52
"3576",88,"lockdown, surge",20,52
"3577",100,"control",20,53
"3578",87,"lockdown, no surge",20,53
"3579",88,"lockdown, surge",20,53
"3580",100,"control",20,54
"3581",89,"lockdown, no surge",20,54
"3582",89,"lockdown, surge",20,54
"3583",100,"control",20,55
"3584",89,"lockdown, no surge",20,55
"3585",89,"lockdown, surge",20,55
"3586",100,"control",20,56
"3587",91,"lockdown, no surge",20,56
"3588",90,"lockdown, surge",20,56
"3589",100,"control",20,57
"3590",91,"lockdown, no surge",20,57
"3591",91,"lockdown, surge",20,57
"3592",100,"control",20,58
"3593",91,"lockdown, no surge",20,58
"3594",91,"lockdown, surge",20,58
"3595",100,"control",20,59
"3596",91,"lockdown, no surge",20,59
"3597",91,"lockdown, surge",20,59
"3598",100,"control",20,60
"3599",91,"lockdown, no surge",20,60
"3600",91,"lockdown, surge",20,60
"3601",NA,"control",21,1
"3602",NA,"lockdown, no surge",21,1
"3603",NA,"lockdown, surge",21,1
"3604",NA,"control",21,2
"3605",NA,"lockdown, no surge",21,2
"3606",NA,"lockdown, surge",21,2
"3607",NA,"control",21,3
"3608",NA,"lockdown, no surge",21,3
"3609",NA,"lockdown, surge",21,3
"3610",1,"control",21,4
"3611",1,"lockdown, no surge",21,4
"3612",1,"lockdown, surge",21,4
"3613",1,"control",21,5
"3614",1,"lockdown, no surge",21,5
"3615",1,"lockdown, surge",21,5
"3616",1,"control",21,6
"3617",1,"lockdown, no surge",21,6
"3618",1,"lockdown, surge",21,6
"3619",1,"control",21,7
"3620",1,"lockdown, no surge",21,7
"3621",1,"lockdown, surge",21,7
"3622",1,"control",21,8
"3623",1,"lockdown, no surge",21,8
"3624",1,"lockdown, surge",21,8
"3625",1,"control",21,9
"3626",1,"lockdown, no surge",21,9
"3627",1,"lockdown, surge",21,9
"3628",1,"control",21,10
"3629",1,"lockdown, no surge",21,10
"3630",1,"lockdown, surge",21,10
"3631",1,"control",21,11
"3632",1,"lockdown, no surge",21,11
"3633",1,"lockdown, surge",21,11
"3634",1,"control",21,12
"3635",1,"lockdown, no surge",21,12
"3636",1,"lockdown, surge",21,12
"3637",1,"control",21,13
"3638",1,"lockdown, no surge",21,13
"3639",1,"lockdown, surge",21,13
"3640",1,"control",21,14
"3641",1,"lockdown, no surge",21,14
"3642",1,"lockdown, surge",21,14
"3643",1,"control",21,15
"3644",1,"lockdown, no surge",21,15
"3645",1,"lockdown, surge",21,15
"3646",1,"control",21,16
"3647",1,"lockdown, no surge",21,16
"3648",1,"lockdown, surge",21,16
"3649",1,"control",21,17
"3650",1,"lockdown, no surge",21,17
"3651",1,"lockdown, surge",21,17
"3652",1,"control",21,18
"3653",1,"lockdown, no surge",21,18
"3654",1,"lockdown, surge",21,18
"3655",1,"control",21,19
"3656",1,"lockdown, no surge",21,19
"3657",1,"lockdown, surge",21,19
"3658",1,"control",21,20
"3659",1,"lockdown, no surge",21,20
"3660",1,"lockdown, surge",21,20
"3661",2,"control",21,21
"3662",1,"lockdown, no surge",21,21
"3663",1,"lockdown, surge",21,21
"3664",2,"control",21,22
"3665",1,"lockdown, no surge",21,22
"3666",3,"lockdown, surge",21,22
"3667",3,"control",21,23
"3668",1,"lockdown, no surge",21,23
"3669",3,"lockdown, surge",21,23
"3670",5,"control",21,24
"3671",1,"lockdown, no surge",21,24
"3672",6,"lockdown, surge",21,24
"3673",8,"control",21,25
"3674",2,"lockdown, no surge",21,25
"3675",8,"lockdown, surge",21,25
"3676",10,"control",21,26
"3677",4,"lockdown, no surge",21,26
"3678",9,"lockdown, surge",21,26
"3679",21,"control",21,27
"3680",5,"lockdown, no surge",21,27
"3681",10,"lockdown, surge",21,27
"3682",28,"control",21,28
"3683",9,"lockdown, no surge",21,28
"3684",11,"lockdown, surge",21,28
"3685",33,"control",21,29
"3686",11,"lockdown, no surge",21,29
"3687",15,"lockdown, surge",21,29
"3688",41,"control",21,30
"3689",13,"lockdown, no surge",21,30
"3690",17,"lockdown, surge",21,30
"3691",49,"control",21,31
"3692",16,"lockdown, no surge",21,31
"3693",24,"lockdown, surge",21,31
"3694",56,"control",21,32
"3695",20,"lockdown, no surge",21,32
"3696",25,"lockdown, surge",21,32
"3697",63,"control",21,33
"3698",24,"lockdown, no surge",21,33
"3699",26,"lockdown, surge",21,33
"3700",74,"control",21,34
"3701",32,"lockdown, no surge",21,34
"3702",29,"lockdown, surge",21,34
"3703",77,"control",21,35
"3704",41,"lockdown, no surge",21,35
"3705",32,"lockdown, surge",21,35
"3706",80,"control",21,36
"3707",41,"lockdown, no surge",21,36
"3708",35,"lockdown, surge",21,36
"3709",83,"control",21,37
"3710",44,"lockdown, no surge",21,37
"3711",40,"lockdown, surge",21,37
"3712",88,"control",21,38
"3713",49,"lockdown, no surge",21,38
"3714",46,"lockdown, surge",21,38
"3715",93,"control",21,39
"3716",51,"lockdown, no surge",21,39
"3717",52,"lockdown, surge",21,39
"3718",94,"control",21,40
"3719",58,"lockdown, no surge",21,40
"3720",53,"lockdown, surge",21,40
"3721",97,"control",21,41
"3722",58,"lockdown, no surge",21,41
"3723",57,"lockdown, surge",21,41
"3724",98,"control",21,42
"3725",61,"lockdown, no surge",21,42
"3726",61,"lockdown, surge",21,42
"3727",98,"control",21,43
"3728",66,"lockdown, no surge",21,43
"3729",65,"lockdown, surge",21,43
"3730",98,"control",21,44
"3731",71,"lockdown, no surge",21,44
"3732",67,"lockdown, surge",21,44
"3733",98,"control",21,45
"3734",74,"lockdown, no surge",21,45
"3735",68,"lockdown, surge",21,45
"3736",98,"control",21,46
"3737",78,"lockdown, no surge",21,46
"3738",69,"lockdown, surge",21,46
"3739",99,"control",21,47
"3740",79,"lockdown, no surge",21,47
"3741",71,"lockdown, surge",21,47
"3742",99,"control",21,48
"3743",80,"lockdown, no surge",21,48
"3744",73,"lockdown, surge",21,48
"3745",99,"control",21,49
"3746",83,"lockdown, no surge",21,49
"3747",77,"lockdown, surge",21,49
"3748",100,"control",21,50
"3749",83,"lockdown, no surge",21,50
"3750",79,"lockdown, surge",21,50
"3751",100,"control",21,51
"3752",85,"lockdown, no surge",21,51
"3753",83,"lockdown, surge",21,51
"3754",100,"control",21,52
"3755",86,"lockdown, no surge",21,52
"3756",87,"lockdown, surge",21,52
"3757",100,"control",21,53
"3758",87,"lockdown, no surge",21,53
"3759",88,"lockdown, surge",21,53
"3760",100,"control",21,54
"3761",87,"lockdown, no surge",21,54
"3762",88,"lockdown, surge",21,54
"3763",100,"control",21,55
"3764",89,"lockdown, no surge",21,55
"3765",89,"lockdown, surge",21,55
"3766",100,"control",21,56
"3767",90,"lockdown, no surge",21,56
"3768",90,"lockdown, surge",21,56
"3769",100,"control",21,57
"3770",91,"lockdown, no surge",21,57
"3771",90,"lockdown, surge",21,57
"3772",100,"control",21,58
"3773",91,"lockdown, no surge",21,58
"3774",90,"lockdown, surge",21,58
"3775",100,"control",21,59
"3776",91,"lockdown, no surge",21,59
"3777",91,"lockdown, surge",21,59
"3778",100,"control",21,60
"3779",91,"lockdown, no surge",21,60
"3780",91,"lockdown, surge",21,60
"3781",NA,"control",22,1
"3782",NA,"lockdown, no surge",22,1
"3783",NA,"lockdown, surge",22,1
"3784",NA,"control",22,2
"3785",NA,"lockdown, no surge",22,2
"3786",NA,"lockdown, surge",22,2
"3787",NA,"control",22,3
"3788",NA,"lockdown, no surge",22,3
"3789",NA,"lockdown, surge",22,3
"3790",1,"control",22,4
"3791",1,"lockdown, no surge",22,4
"3792",1,"lockdown, surge",22,4
"3793",1,"control",22,5
"3794",1,"lockdown, no surge",22,5
"3795",1,"lockdown, surge",22,5
"3796",1,"control",22,6
"3797",1,"lockdown, no surge",22,6
"3798",1,"lockdown, surge",22,6
"3799",1,"control",22,7
"3800",1,"lockdown, no surge",22,7
"3801",1,"lockdown, surge",22,7
"3802",1,"control",22,8
"3803",1,"lockdown, no surge",22,8
"3804",1,"lockdown, surge",22,8
"3805",1,"control",22,9
"3806",1,"lockdown, no surge",22,9
"3807",1,"lockdown, surge",22,9
"3808",1,"control",22,10
"3809",1,"lockdown, no surge",22,10
"3810",1,"lockdown, surge",22,10
"3811",1,"control",22,11
"3812",1,"lockdown, no surge",22,11
"3813",1,"lockdown, surge",22,11
"3814",1,"control",22,12
"3815",1,"lockdown, no surge",22,12
"3816",1,"lockdown, surge",22,12
"3817",1,"control",22,13
"3818",1,"lockdown, no surge",22,13
"3819",1,"lockdown, surge",22,13
"3820",1,"control",22,14
"3821",1,"lockdown, no surge",22,14
"3822",1,"lockdown, surge",22,14
"3823",1,"control",22,15
"3824",1,"lockdown, no surge",22,15
"3825",1,"lockdown, surge",22,15
"3826",1,"control",22,16
"3827",1,"lockdown, no surge",22,16
"3828",1,"lockdown, surge",22,16
"3829",1,"control",22,17
"3830",1,"lockdown, no surge",22,17
"3831",1,"lockdown, surge",22,17
"3832",1,"control",22,18
"3833",1,"lockdown, no surge",22,18
"3834",1,"lockdown, surge",22,18
"3835",1,"control",22,19
"3836",1,"lockdown, no surge",22,19
"3837",1,"lockdown, surge",22,19
"3838",1,"control",22,20
"3839",1,"lockdown, no surge",22,20
"3840",1,"lockdown, surge",22,20
"3841",2,"control",22,21
"3842",1,"lockdown, no surge",22,21
"3843",1,"lockdown, surge",22,21
"3844",2,"control",22,22
"3845",1,"lockdown, no surge",22,22
"3846",1,"lockdown, surge",22,22
"3847",3,"control",22,23
"3848",1,"lockdown, no surge",22,23
"3849",3,"lockdown, surge",22,23
"3850",3,"control",22,24
"3851",1,"lockdown, no surge",22,24
"3852",6,"lockdown, surge",22,24
"3853",7,"control",22,25
"3854",2,"lockdown, no surge",22,25
"3855",7,"lockdown, surge",22,25
"3856",10,"control",22,26
"3857",2,"lockdown, no surge",22,26
"3858",9,"lockdown, surge",22,26
"3859",17,"control",22,27
"3860",5,"lockdown, no surge",22,27
"3861",10,"lockdown, surge",22,27
"3862",26,"control",22,28
"3863",8,"lockdown, no surge",22,28
"3864",11,"lockdown, surge",22,28
"3865",29,"control",22,29
"3866",11,"lockdown, no surge",22,29
"3867",15,"lockdown, surge",22,29
"3868",39,"control",22,30
"3869",12,"lockdown, no surge",22,30
"3870",16,"lockdown, surge",22,30
"3871",49,"control",22,31
"3872",15,"lockdown, no surge",22,31
"3873",21,"lockdown, surge",22,31
"3874",53,"control",22,32
"3875",19,"lockdown, no surge",22,32
"3876",25,"lockdown, surge",22,32
"3877",61,"control",22,33
"3878",22,"lockdown, no surge",22,33
"3879",26,"lockdown, surge",22,33
"3880",69,"control",22,34
"3881",29,"lockdown, no surge",22,34
"3882",28,"lockdown, surge",22,34
"3883",77,"control",22,35
"3884",39,"lockdown, no surge",22,35
"3885",32,"lockdown, surge",22,35
"3886",79,"control",22,36
"3887",41,"lockdown, no surge",22,36
"3888",34,"lockdown, surge",22,36
"3889",81,"control",22,37
"3890",44,"lockdown, no surge",22,37
"3891",40,"lockdown, surge",22,37
"3892",87,"control",22,38
"3893",46,"lockdown, no surge",22,38
"3894",43,"lockdown, surge",22,38
"3895",92,"control",22,39
"3896",50,"lockdown, no surge",22,39
"3897",50,"lockdown, surge",22,39
"3898",93,"control",22,40
"3899",56,"lockdown, no surge",22,40
"3900",53,"lockdown, surge",22,40
"3901",97,"control",22,41
"3902",58,"lockdown, no surge",22,41
"3903",56,"lockdown, surge",22,41
"3904",97,"control",22,42
"3905",58,"lockdown, no surge",22,42
"3906",59,"lockdown, surge",22,42
"3907",98,"control",22,43
"3908",63,"lockdown, no surge",22,43
"3909",63,"lockdown, surge",22,43
"3910",98,"control",22,44
"3911",68,"lockdown, no surge",22,44
"3912",67,"lockdown, surge",22,44
"3913",98,"control",22,45
"3914",73,"lockdown, no surge",22,45
"3915",68,"lockdown, surge",22,45
"3916",98,"control",22,46
"3917",76,"lockdown, no surge",22,46
"3918",69,"lockdown, surge",22,46
"3919",99,"control",22,47
"3920",78,"lockdown, no surge",22,47
"3921",71,"lockdown, surge",22,47
"3922",99,"control",22,48
"3923",79,"lockdown, no surge",22,48
"3924",73,"lockdown, surge",22,48
"3925",99,"control",22,49
"3926",81,"lockdown, no surge",22,49
"3927",74,"lockdown, surge",22,49
"3928",100,"control",22,50
"3929",83,"lockdown, no surge",22,50
"3930",78,"lockdown, surge",22,50
"3931",100,"control",22,51
"3932",83,"lockdown, no surge",22,51
"3933",82,"lockdown, surge",22,51
"3934",100,"control",22,52
"3935",86,"lockdown, no surge",22,52
"3936",87,"lockdown, surge",22,52
"3937",100,"control",22,53
"3938",86,"lockdown, no surge",22,53
"3939",88,"lockdown, surge",22,53
"3940",100,"control",22,54
"3941",87,"lockdown, no surge",22,54
"3942",88,"lockdown, surge",22,54
"3943",100,"control",22,55
"3944",88,"lockdown, no surge",22,55
"3945",88,"lockdown, surge",22,55
"3946",100,"control",22,56
"3947",89,"lockdown, no surge",22,56
"3948",89,"lockdown, surge",22,56
"3949",100,"control",22,57
"3950",91,"lockdown, no surge",22,57
"3951",90,"lockdown, surge",22,57
"3952",100,"control",22,58
"3953",91,"lockdown, no surge",22,58
"3954",90,"lockdown, surge",22,58
"3955",100,"control",22,59
"3956",91,"lockdown, no surge",22,59
"3957",91,"lockdown, surge",22,59
"3958",100,"control",22,60
"3959",91,"lockdown, no surge",22,60
"3960",91,"lockdown, surge",22,60
"3961",NA,"control",23,1
"3962",NA,"lockdown, no surge",23,1
"3963",NA,"lockdown, surge",23,1
"3964",NA,"control",23,2
"3965",NA,"lockdown, no surge",23,2
"3966",NA,"lockdown, surge",23,2
"3967",NA,"control",23,3
"3968",NA,"lockdown, no surge",23,3
"3969",NA,"lockdown, surge",23,3
"3970",1,"control",23,4
"3971",1,"lockdown, no surge",23,4
"3972",NA,"lockdown, surge",23,4
"3973",1,"control",23,5
"3974",1,"lockdown, no surge",23,5
"3975",1,"lockdown, surge",23,5
"3976",1,"control",23,6
"3977",1,"lockdown, no surge",23,6
"3978",1,"lockdown, surge",23,6
"3979",1,"control",23,7
"3980",1,"lockdown, no surge",23,7
"3981",1,"lockdown, surge",23,7
"3982",1,"control",23,8
"3983",1,"lockdown, no surge",23,8
"3984",1,"lockdown, surge",23,8
"3985",1,"control",23,9
"3986",1,"lockdown, no surge",23,9
"3987",1,"lockdown, surge",23,9
"3988",1,"control",23,10
"3989",1,"lockdown, no surge",23,10
"3990",1,"lockdown, surge",23,10
"3991",1,"control",23,11
"3992",1,"lockdown, no surge",23,11
"3993",1,"lockdown, surge",23,11
"3994",1,"control",23,12
"3995",1,"lockdown, no surge",23,12
"3996",1,"lockdown, surge",23,12
"3997",1,"control",23,13
"3998",1,"lockdown, no surge",23,13
"3999",1,"lockdown, surge",23,13
"4000",1,"control",23,14
"4001",1,"lockdown, no surge",23,14
"4002",1,"lockdown, surge",23,14
"4003",1,"control",23,15
"4004",1,"lockdown, no surge",23,15
"4005",1,"lockdown, surge",23,15
"4006",1,"control",23,16
"4007",1,"lockdown, no surge",23,16
"4008",1,"lockdown, surge",23,16
"4009",1,"control",23,17
"4010",1,"lockdown, no surge",23,17
"4011",1,"lockdown, surge",23,17
"4012",1,"control",23,18
"4013",1,"lockdown, no surge",23,18
"4014",1,"lockdown, surge",23,18
"4015",1,"control",23,19
"4016",1,"lockdown, no surge",23,19
"4017",1,"lockdown, surge",23,19
"4018",1,"control",23,20
"4019",1,"lockdown, no surge",23,20
"4020",1,"lockdown, surge",23,20
"4021",1,"control",23,21
"4022",1,"lockdown, no surge",23,21
"4023",1,"lockdown, surge",23,21
"4024",2,"control",23,22
"4025",1,"lockdown, no surge",23,22
"4026",1,"lockdown, surge",23,22
"4027",3,"control",23,23
"4028",1,"lockdown, no surge",23,23
"4029",3,"lockdown, surge",23,23
"4030",3,"control",23,24
"4031",1,"lockdown, no surge",23,24
"4032",5,"lockdown, surge",23,24
"4033",6,"control",23,25
"4034",2,"lockdown, no surge",23,25
"4035",6,"lockdown, surge",23,25
"4036",10,"control",23,26
"4037",2,"lockdown, no surge",23,26
"4038",8,"lockdown, surge",23,26
"4039",12,"control",23,27
"4040",3,"lockdown, no surge",23,27
"4041",9,"lockdown, surge",23,27
"4042",24,"control",23,28
"4043",7,"lockdown, no surge",23,28
"4044",10,"lockdown, surge",23,28
"4045",29,"control",23,29
"4046",10,"lockdown, no surge",23,29
"4047",15,"lockdown, surge",23,29
"4048",37,"control",23,30
"4049",11,"lockdown, no surge",23,30
"4050",15,"lockdown, surge",23,30
"4051",46,"control",23,31
"4052",14,"lockdown, no surge",23,31
"4053",20,"lockdown, surge",23,31
"4054",51,"control",23,32
"4055",17,"lockdown, no surge",23,32
"4056",24,"lockdown, surge",23,32
"4057",59,"control",23,33
"4058",21,"lockdown, no surge",23,33
"4059",26,"lockdown, surge",23,33
"4060",66,"control",23,34
"4061",25,"lockdown, no surge",23,34
"4062",26,"lockdown, surge",23,34
"4063",75,"control",23,35
"4064",36,"lockdown, no surge",23,35
"4065",30,"lockdown, surge",23,35
"4066",78,"control",23,36
"4067",41,"lockdown, no surge",23,36
"4068",34,"lockdown, surge",23,36
"4069",80,"control",23,37
"4070",42,"lockdown, no surge",23,37
"4071",39,"lockdown, surge",23,37
"4072",86,"control",23,38
"4073",46,"lockdown, no surge",23,38
"4074",41,"lockdown, surge",23,38
"4075",91,"control",23,39
"4076",49,"lockdown, no surge",23,39
"4077",47,"lockdown, surge",23,39
"4078",93,"control",23,40
"4079",53,"lockdown, no surge",23,40
"4080",53,"lockdown, surge",23,40
"4081",96,"control",23,41
